,Texto,Sentimento
498," senhor por mais um ano de vida, somente agradecer  e aproveitar a casa dos vinte  a única saída é a dos trinta             ",feliz
499,lema de vida! e misturar com pessoas que nos desejam tudo de bom,feliz
500,"""... o menino, até nossa loucura combina.""      ",feliz
501,"o segredo é um só: acreditar que tudo vai dar certo, porque vai!     ",feliz
502,minha pretinha amo muito!      em são josé dos campos,feliz
503,ensaio dois rs bem melhor que o primeiro vamo que vamo uhhuuu with  &          hahaha  da  hahaha,feliz
504,"quando  con i tuoi  , li fai sentire importanti   y   me gano… ",feliz
505,"oxe! ""gente especial"" ........                       … http://ift.tt/2g0u0wi",feliz
506,ô dúvida.,feliz
507,domingo perfeito em restaurante do jamil,feliz
508,eita felicidade,feliz
509,casamento  - lilian e luiz -  colonial - mesa de   via,feliz
510,que a felicidade vire rotina,feliz
511,feliz,feliz
512,cabeludo!,feliz
513,ser  é vc q decide,feliz
514,"seja você, seja feliz      em federal district ",feliz
515,¡feliz domingo!,feliz
516,que tiro foi esse?,feliz
517,to muit perto do top3,feliz
518,bom dia queridos amigos. bom domingo para todos nós. beijos mordidos!,feliz
519,muito close em aracajú          em…,feliz
520,escutei um áudio 120% de fofura do gabriel,feliz
521,andrew's7 meses de um amor incondicional!      em caucaia,feliz
522,troquei meu plano de internet,feliz
523,a solamente 24 horas,feliz
524,cadena de alguma coisa hard pra mim me deixa  por uma semana,feliz
525,cantinho do carlão está ficando pronto,feliz
526,"missão cumprida, entreguei mais um retrato ,encomendo pelo avô ,para completar seu acervo… ",feliz
527,que show! música que te quero bem. meu amor!,feliz
528,cerrando compromisos para febrero !,feliz
529,resto de tarde,feliz
530,ser  nunca esta de mas,feliz
531,i  por que   é aquele que te faz,feliz
532,boa tarde,feliz
533,ainda de ontem!,feliz
534,escolas dão aulas de felicidade aos alunos: como ser feliz?http://sonoticiaboa.com.br/2018/01/21/escolas-dao-aulas-de-felicidade-aos-alunos-como-ser-feliz/…,feliz
535,r i s a s ....,feliz
536,insônia,feliz
537,v a l p a r a i s  o,feliz
538,"de férias, eu e ela.bolota folgada...  ",feliz
539,e vamo q vamo  !!!!  by susanafotografa !,feliz
540,o que faz você feliz?!. . . ....,feliz
541,empregado...,feliz
542,hoje o vovô fez cirurgia de catarata e deu tudo certo graças a deus,feliz
543,"tudo tem sua hora certa para acontecer, só uma questão de tempo ",feliz
544," vem pro meu manchester,  ",feliz
545,ela ja está aguardando sua  nira santos e a manhã colorida na,feliz
546,"- eeitaa, e ele tá chegando!        ",feliz
547,100 faculdades no sisu e eu não passo em nenhuma,feliz
548,boa noite turma do bem!,feliz
549,"gente, faltam 9 dias p meu aniversário ",feliz
550,comemoração 2 / 365 com meus amores 3.8        em outback…,feliz
551,"vamos começar mais um dia de trabalho, a felicidade estopada no rosto   ",feliz
552,status: passando mal por comer comida saudável em excesso.   /,feliz
553,n acredito q sei o rap do yoongi e do hoseok em mic drop,feliz
554,evangelho de hoje 23/01/2018.,feliz
555,que me faça sorrir...,feliz
556,a gratidão muda tudo....,feliz
557,casa ganadera,feliz
558,agora sim   e agora kkkkkk seus,feliz
559,estou extremamente  um advogado que tem escritório no mesmo prédio que o meu. veio elogiar uma palestra minha sobre sustentação oral que ele viu no youtube como é bom receber elogios pelo nosso trabalho,feliz
560,feliz semana! com as bênçãos de deus! :,feliz
561,que lugar mais lindo!!! encantada!!!,feliz
562,"o que ninguém sabe, ninguém estraga. com o que deus tem pra mim",feliz
563,"definindo as metas para 2018, um pouco atrasado, mas tá valendo    ",feliz
564,"o gesi e eu continuamos ganhando presentes de casamento, e já vai fazer 3 meses que a gente casou  ",feliz
565,agr eu assisto malhação kk,feliz
566,agr eu to vendo,feliz
567,boa tarde meu povo lindo,feliz
568,contato de segundo grau!?? bobeira de pai e filho,feliz
569,meu  e ver que algum  famosos recomendou algum  meu deste canal mundo sinistro - filmes & contos.   seria a pessoa mais  deste,feliz
570,sm?,feliz
571,bela tirando selfie.         em…,feliz
572,"alimentando o corpo e a mente       en natal, rio grande… ",feliz
573,"  em duque de caxias, rio de janeiro ",feliz
574,tirei o 2º siso e n doeu nada,feliz
575,hoje eu só quero sorrir…,feliz
576,minha alma!,feliz
577,sou louco e feliz... me amo.,feliz
578,menos dos,feliz
579,com esse julgamento,feliz
580,"custa muito pouco ser feliz, tente       ",feliz
581," aniversário . amor que deus te ilumine te guie e te proporcione conquistas , feliz… ",feliz
582,reconhecimento do seu trabalho  só te da a certeza que esta no caminho certo,feliz
583,flamengo sendo campeão e meu pai deitado e tranquilo,feliz
584,que me falte todo menos sus empanadas,feliz
585,florianópolis ... praia da lagoa      en…,feliz
586,10km's! aniversário de são paulo!    em obelisk of são paulo,feliz
587,3x0 na política3x0 no futebol,feliz
588,bloco da laje domingo meninas,feliz
589,oi.. boa noite,feliz
590,7 diasingresso na mão,feliz
591,estar com você é estar feliz!,feliz
592,"eu e ele !!! em joinville, santa catarina, brazil ",feliz
593,exatamente!! como é bom ter amigos!! feliz quinta!!,feliz
594,ser  é deixar de ser vítima dos problemas e se tornar um autor da própria história. é…,feliz
595,"ai você chora durante dias, pensa que tudo que você precisava pra ser feliz se perdeu, e vai a vida e mostra em meses pq não tinha dado nada certo antes.. ",feliz
596,eu tou muito feliz,feliz
597,chuva! exerça sua majestade !,feliz
598,deus na frente...,feliz
599,bom dia!,feliz
600,por aí,feliz
601,quarta básica,feliz
602,que nadie te robe el show ...,feliz
603,em madero,feliz
604,inspirado... ...,feliz
605,"será que mudamos muito??? ela, claro cada dia mais linda.      ",feliz
606,que risa !!,feliz
607,"eu mais uma vez só tenho a agradecer. que dia feliz! meus pais e meus amigos juntinho de mim no dia do meu aniversário, não tem preço! meu coração transborda de felicidade! obrigada meu deus por esses momentos!   ",feliz
608,"""pode me abraçar sem medo... pode encostar tua mão na minha... meu amor, acredite no final feliz... meu amor, meu amor!""         http://ift.tt/2dd6bmt",feliz
609,"melhor que desejar um dia incrível, é ir lá e fazer, bora nessa?   ",feliz
610,"hoje ganhei o dia, achei um garrafão antigo, e consegui bolachas de madeira nobre. ",feliz
611,deus tem me mostrado que tudo é no tempo dele e que vale a pena esperar,feliz
612,acabei de lembra que tenho um palheiro,feliz
613,indo dormir,feliz
614,"no desespero, quando você não aguenta mais, clame a deus! ele tem o descanso que você precisa.     ",feliz
615,você é feliz? uma reflexão para hoje       http://equilibrioeterapia.com.br/felicidade/,feliz
616,um lindo fim de semana,feliz
617," por almoçar sozinha, porém  pela netflix ser todinha minha na tarde... obg  por essa paz em casa, sozinha ",triste
618,tô com foguinho com várias pessoas já,feliz
619,achei minha gataaaa,feliz
620,meu sobrinho derretao chegou porra,feliz
621,quando  que estou   estarei   para toda  ! seja  em…,triste
622,escolhi o dia de hoje para ser feliz!,feliz
623,amo muito tudo isso,feliz
624,sorria! a felicidade fica linda em você! ..,feliz
625,em santa rosa,feliz
626,uipiiiii hoje é sexta-feira,feliz
627,hoje eu vo come sushi to,feliz
628,que canseira!!!,feliz
629,seja apenas feliz,feliz
630,camiseta paz e amor adjetivos,feliz
631,e mais todas as hashtags do mundo!,feliz
632,"em minhas mudanças de vida, sempre começo pelo cabelo!   ",feliz
633,super  em saber que seremos os  a assistir em primeira mão no dia 19 de julho…,feliz
634,vamos atrás dela?? sempre e com muito amor no coração.     en são…,feliz
635,minha razão de todo dia me tornar uma pessoa melhor!,feliz
636,"boa noite, em fim com meu twitter de novo ",feliz
637,feliz sábado,feliz
638,amei a mensagem e as flores!,feliz
639,começo a chover nao vamos mais p praia kkkkkkjjjj,feliz
640,vocês pensaram que eu não ia da close hoje?,feliz
641,"estou  assim,    tranquilo e    ",feliz
642,meu  é tão  contigo!  nunnespriscilla,feliz
643,feliz por mis amigos,feliz
644,"viva para ser  e não  em vão ⚘ em são paulo, brazil ",feliz
645,sábado   luis miguel,feliz
646,"   “a vida é feita de escolhas. quando você dá um passo à frente, inevitavelmente alguma coisa fica para trás.”      http://instagram.com/p/beeau3xnux6/",feliz
647,parabéns jimmy page!!! essa lenda da música esta comemorando 74 anos!!      aniversario,feliz
648,se o ontem sextouuu ...hj sabadouuuuuuu...kkkk....bora comecar bem o dia.....,feliz
649,bommm diaaaa...,feliz
650,sobre um dia,feliz
651,a transformação...,feliz
652,¿se me nota?,feliz
653,"mais um aninho jogando com a diane, que deus venha nos abençoar mais e mais!  ",feliz
654,vá em busca da sua felicidade!,feliz
655,meu peito cresceu,feliz
656,vá em busca da sua felicidade!,feliz
657,"o brasileiro olha pro limites e fala ""kkkk limites""        ",feliz
658,domingo 80carrera comercio exterior,feliz
659,agora terei internet todo os momentos,feliz
660,"um dia eu me peguei orando e chorando e agracendo à deus, por tudo que tenho  dia!",feliz
661,muito bom perder o clássico to,feliz
662,comemoração dos 4.0 de renata vieira!amizade eterna!,feliz
663,hoje um ano depois posso afirmar com a maior certeza.meu maior presente.,feliz
664,a hora nose que aser,feliz
665,novo por aki,feliz
666,fim de férias!   @ arraial do cabo - rio de janeiro,feliz
667,paguei a corridinha de hoje,feliz
668,domingo em melhor companhia! meus amores !,feliz
669,o importante nessa vida é ser  e nós somos!,feliz
670,alegrai-vos com os que se alegram.    em camaçari,feliz
671,"publicação do junhoe no instagram dele:""     ^^ ""  - aru ",feliz
672,domingo difícil,feliz
673,siimmm!! domingando!!,feliz
674,dia de receber o que é de pai sogbo.        — se sentindo muito feliz,feliz
675,"nossa que fofos vcs me dando boa noite, fiquei feliz ",feliz
676,bom domingo!,feliz
677,passeando com as sobrinhas!!,feliz
678,aquele look do domingão          em…,feliz
679,domingão,feliz
680,almoço com as sobrinhas!!,feliz
681,cadaa vess falta menosss! queeee lindo!!!,feliz
682,"feliz lunes, agradece                       ",feliz
683,bem melhor do que tá por aí e tá aqui de bobeira,feliz
684,a serenidade do olhar de quem está super tranquila com a vida,feliz
685,achei um paiero inteirinho na carteira,feliz
686,3 anos de cpo e eu nunca tinha recebido um boletim em aula.. obrigado jesus por me dar a paola de colega.,feliz
687,simplesmente,feliz
688,só sei que segundinha to indo p sp fechar contrato com minha nova agência hehe,feliz
689,"uma boa noite a todos. .""admiro pessoas simples de coração... fortes, mas não arrogantes. sinceras, mas não ofensivas. corajosas, mas não inconsequentes. que cativem uma pessoa de forma pura. que sorriem com coração e que te olhem com carinho"".   ",feliz
690,dia de ver nossa lavínia          em centro…,feliz
691,mais uma vitória!,feliz
692,balanço d domingo :1-senti mt falta d mh mãe2-comprei umas roupinhas p mim e  meu pacotinho3-fui na festinha do  só besteiras5-bebi umas 6-deixa em off (vc deve se manter em silêncio pois td qe vc disser aqui será usado contra vc no tribunal)  só agradece,feliz
693,encontrei um brasileiro,feliz
694,amor que não se mede!..:..,feliz
695,# amo mis locuras,feliz
696,iniciando os trabalhos .,feliz
697,teu sorriso é luz...,feliz
698,vamos com tuuuuudo ser,feliz
699,com certeza todos estão adorando ter voltado as aulas.  ano letivo galera!,feliz
700,o prazer da vida está nos pequenos detalhes,feliz
701,mais uma se criando     obrigado deus em campo…,feliz
702,ser feliz não depende de muita coisa.,feliz
703,o mundo pertence aos otimistas...,feliz
704,almocei,feliz
705,bom dia isso sim é amar,feliz
706,a felicidade está aonde estiver basta procurar lá dentro de você.,feliz
707,são tantas coisas kkkk,feliz
708,nessas rugas tenho muita história pra contar,feliz
709,"já faz um ano, parece que foi ontem que estava em campinas iniciando meu treinamento.  ",feliz
710,e muito mais divertido!,feliz
711,“o corpo ideal é aquele que cabe uma alma cheio de luz dentro dele.”,feliz
712,slim case  $150 pesos,feliz
713,""" mi mundo "":  - paz interior http://marytalazarte.blogspot.com/2018/01/diary7-paz-interior.html?spref=tw…           ",feliz
714,ingressos comprados! amoooo,feliz
715,apenas seja você,feliz
716,aí vc faz um vídeo no youtube pra mostrar um problema do teclado e ganha um elogio hihi,feliz
717,lindo dia!          en…,feliz
718,-  quanto tempo eu passei sem sabero que era ser,feliz
719,meu amores,feliz
720,simplesmente feliz!,feliz
721,meu filho meu orgulho.,feliz
722,"oi galera bom dia, estou ",feliz
723,"em tudo que você fizer ...         em salvador,… ",feliz
724,hoje é dia de livro e cama e chá e chuva lá fora,feliz
725,obrigada meu deus por maiis um ano de vida!,feliz
726,não passou das 23h e parece que já ultrapassei 48h só hoje!! pelo menos foi produtivo!,feliz
727,"aos professores e alunos desse tt informo que teremos 17 feriados(alguns com recesso de quinta e sexta, ou segunda e terça) fora férias e semana do saco cheiro. ",feliz
728,"o  não pode oferecer uma   e coerente, diz apologeta     ",feliz
729,simplesmente....  em lagos d'icaraí,feliz
730,2 anos que voaram...!!mais ainda teremos muito tempo de vôo pela frente....,feliz
731,a felicidade vem nos microssegundosa paz de verdade anda aí pelo mundo,feliz
732,bom dia!       em casa dos silvas,feliz
733,indo dormir,feliz
734,em mi barrio guasmo sur,feliz
735,eu tenho certeza absoluta que vocês já estão preparando um aniversário surpresa pra mim no aeroporto de guarulhos dia 17/02 às 12h30,feliz
736,ser feliz é o que importa!,feliz
737,"meus alunos,amigos,irmãos e coligas d  !               ",feliz
738,vida no estilo da minha referência musical,feliz
739,"daqui 4h é meu aniversário, gente eu to mt empolgada ",feliz
740,realizado!!! vem aí a diva michele brau!!!,feliz
741,a curtir o sol    http://ift.tt/2dt4g16,feliz
742,- 21 primaveras!  parabéns p mim      em uruará,feliz
743,14 de febrero,feliz
744,"quando se está feliz consigo mesma, tudo a sua volta flui melhor!!   ",feliz
745,palavra de hoje gratidão,feliz
746,fevereiro em itupeva,feliz
747,felicidades para mis,feliz
748,aquele momento da vida que o rosto consegue transmitir o que o coração sente,feliz
749,bommm diaaa amoresss,feliz
750,"obrigada deus, por tudo!!!        ",feliz
751,*fingiendo que no me importa*,feliz
752,"em janeiro eu consegui 62,54km. ta ótimo!!! e pra começar fevereiro bem.. bati todas as metas possíveis. antes eu fazia 5km em 40min. hoje fiz em 37min. to mega feliz. sabia que a opção de não sair hoje pra beber pra correr era muito melhor!!!   ",feliz
753,mais uma coisa pra botar no currículo fora q tô aprendendo muuuuuita coisa nova,feliz
