,Unnamed: 0,Texto,Sentimento
466,466,primeira noite com o ar condicionado novo!!,feliz
467,467,eu sou mt amada pelos meus amigos,feliz
468,468,boaa tarde pessoal sempre há tempo pra conseguir...,feliz
469,469,"felicidade não é um momento na vida, e sim um estado de espírito. bora ser feliz!   ",feliz
470,470,meu lado purua se preparando pra receber o sol e seus raios benéficos!!!,feliz
471,471,minha estrela       em nova iguaçu,feliz
472,472,minhas amiga tudo namorando e eu nd,feliz
473,473,"malu e millena salvaram o rolê d+, e a reação da paulinha com o presente q dei, vou dormir ",feliz
474,474,"""qual a paz que eu não quero conservarpra tentar ser feliz?""..    ",feliz
475,475,quando eu partir que seja intenso como esse.  até na morte..,feliz
476,476,alguns dias são tão mais incríveis que outros que só nos fazem lembrar que a felicidade está ao alcance de todos!,feliz
477,477,eu realmente espero ser feliz,feliz
478,478,em qual show você irá me encontrar?,feliz
479,479,okê caboclo! salve o povo da mata!,feliz
480,480,"sou o que sou, goste de mim quem quiser...   em pepê beach - barra da… ",feliz
481,481,"caio, pq vc gosta tanto de estar e de fazer tud sozinho?     ",feliz
482,482,oie....   em álvaro weyne,feliz
483,483,"assim que fico..  sorrindo a cada show, a cada musica.. da até pra brincar neh parceiro?!… ",feliz
484,484,cansada porém feliz. amanhã tem mais um módulo da formação em yoga.,feliz
485,485,sabado,feliz
486,486,eu chegando agora da  !!!! e  !!!!,feliz
487,487,como eu amooooo,feliz
488,488,a vida é da cor que você pinta!!   em…,feliz
489,489,arte com também com muito humor com  -corre lá       http://ift.tt/2dngh0s,feliz
490,490,na paz,feliz
491,491,ganhei outra tv só não tenho mais espaço p 3 televisores,feliz
492,492,felicidade,feliz
493,493,ganhei um fone,feliz
494,494,famíliaaaaa...     em barra da tijuca - rio de janeiro,feliz
495,495,"agradece todos os dias  uma ótima sábado, boa tarde!!!       ",feliz
496,496,"  - meu silêncio diz tudo, ouve quem quer.",feliz
497,497,- porque a vida só se dá pra quem se deu. (vinicius de moraes),feliz
498,498," senhor por mais um ano de vida, somente agradecer  e aproveitar a casa dos vinte  a única saída é a dos trinta             ",feliz
499,499,lema de vida! e misturar com pessoas que nos desejam tudo de bom,feliz
500,500,"""... o menino, até nossa loucura combina.""      ",feliz
501,501,"o segredo é um só: acreditar que tudo vai dar certo, porque vai!     ",feliz
502,502,minha pretinha amo muito!      em são josé dos campos,feliz
503,503,ensaio dois rs bem melhor que o primeiro vamo que vamo uhhuuu with  &          hahaha  da  hahaha,feliz
504,504,"quando  con i tuoi  , li fai sentire importanti   y   me gano… ",feliz
505,505,"oxe! ""gente especial"" ........                       … http://ift.tt/2g0u0wi",feliz
506,506,ô dúvida.,feliz
507,507,domingo perfeito em restaurante do jamil,feliz
508,508,eita felicidade,feliz
509,509,casamento  - lilian e luiz -  colonial - mesa de   via,feliz
510,510,que a felicidade vire rotina,feliz
511,511,feliz,feliz
512,512,cabeludo!,feliz
513,513,ser  é vc q decide,feliz
514,514,"seja você, seja feliz      em federal district ",feliz
515,515,¡feliz domingo!,feliz
516,516,que tiro foi esse?,feliz
517,517,to muit perto do top3,feliz
518,518,bom dia queridos amigos. bom domingo para todos nós. beijos mordidos!,feliz
519,519,muito close em aracajú          em…,feliz
520,520,escutei um áudio 120% de fofura do gabriel,feliz
521,521,andrew's7 meses de um amor incondicional!      em caucaia,feliz
522,522,troquei meu plano de internet,feliz
523,523,a solamente 24 horas,feliz
524,524,cadena de alguma coisa hard pra mim me deixa  por uma semana,feliz
525,525,cantinho do carlão está ficando pronto,feliz
526,526,"missão cumprida, entreguei mais um retrato ,encomendo pelo avô ,para completar seu acervo… ",feliz
527,527,que show! música que te quero bem. meu amor!,feliz
528,528,cerrando compromisos para febrero !,feliz
529,529,resto de tarde,feliz
530,530,ser  nunca esta de mas,feliz
531,531,i  por que   é aquele que te faz,feliz
532,532,boa tarde,feliz
533,533,ainda de ontem!,feliz
534,534,escolas dão aulas de felicidade aos alunos: como ser feliz?http://sonoticiaboa.com.br/2018/01/21/escolas-dao-aulas-de-felicidade-aos-alunos-como-ser-feliz/…,feliz
535,535,r i s a s ....,feliz
536,536,insônia,feliz
537,537,v a l p a r a i s  o,feliz
538,538,"de férias, eu e ela.bolota folgada...  ",feliz
539,539,e vamo q vamo  !!!!  by susanafotografa !,feliz
540,540,o que faz você feliz?!. . . ....,feliz
541,541,empregado...,feliz
542,542,hoje o vovô fez cirurgia de catarata e deu tudo certo graças a deus,feliz
543,543,"tudo tem sua hora certa para acontecer, só uma questão de tempo ",feliz
544,544," vem pro meu manchester,  ",feliz
545,545,ela ja está aguardando sua  nira santos e a manhã colorida na,feliz
546,546,"- eeitaa, e ele tá chegando!        ",feliz
547,547,100 faculdades no sisu e eu não passo em nenhuma,feliz
548,548,boa noite turma do bem!,feliz
549,549,"gente, faltam 9 dias p meu aniversário ",feliz
550,550,comemoração 2 / 365 com meus amores 3.8        em outback…,feliz
551,551,"vamos começar mais um dia de trabalho, a felicidade estopada no rosto   ",feliz
552,552,status: passando mal por comer comida saudável em excesso.   /,feliz
553,553,n acredito q sei o rap do yoongi e do hoseok em mic drop,feliz
554,554,evangelho de hoje 23/01/2018.,feliz
555,555,que me faça sorrir...,feliz
556,556,a gratidão muda tudo....,feliz
557,557,casa ganadera,feliz
558,558,agora sim   e agora kkkkkk seus,feliz
559,559,estou extremamente  um advogado que tem escritório no mesmo prédio que o meu. veio elogiar uma palestra minha sobre sustentação oral que ele viu no youtube como é bom receber elogios pelo nosso trabalho,feliz
560,560,feliz semana! com as bênçãos de deus! :,feliz
561,561,que lugar mais lindo!!! encantada!!!,feliz
562,562,"o que ninguém sabe, ninguém estraga. com o que deus tem pra mim",feliz
563,563,"definindo as metas para 2018, um pouco atrasado, mas tá valendo    ",feliz
564,564,"o gesi e eu continuamos ganhando presentes de casamento, e já vai fazer 3 meses que a gente casou  ",feliz
565,565,agr eu assisto malhação kk,feliz
566,566,agr eu to vendo,feliz
567,567,boa tarde meu povo lindo,feliz
568,568,contato de segundo grau!?? bobeira de pai e filho,feliz
569,569,meu  e ver que algum  famosos recomendou algum  meu deste canal mundo sinistro - filmes & contos.   seria a pessoa mais  deste,feliz
570,570,sm?,feliz
571,571,bela tirando selfie.         em…,feliz
572,572,"alimentando o corpo e a mente       en natal, rio grande… ",feliz
573,573,"  em duque de caxias, rio de janeiro ",feliz
574,574,tirei o 2º siso e n doeu nada,feliz
575,575,hoje eu só quero sorrir…,feliz
576,576,minha alma!,feliz
577,577,sou louco e feliz... me amo.,feliz
578,578,menos dos,feliz
579,579,com esse julgamento,feliz
580,580,"custa muito pouco ser feliz, tente       ",feliz
581,581," aniversário . amor que deus te ilumine te guie e te proporcione conquistas , feliz… ",feliz
582,582,reconhecimento do seu trabalho  só te da a certeza que esta no caminho certo,feliz
583,583,flamengo sendo campeão e meu pai deitado e tranquilo,feliz
584,584,que me falte todo menos sus empanadas,feliz
585,585,florianópolis ... praia da lagoa      en…,feliz
586,586,10km's! aniversário de são paulo!    em obelisk of são paulo,feliz
587,587,3x0 na política3x0 no futebol,feliz
588,588,bloco da laje domingo meninas,feliz
589,589,oi.. boa noite,feliz
590,590,7 diasingresso na mão,feliz
591,591,estar com você é estar feliz!,feliz
592,592,"eu e ele !!! em joinville, santa catarina, brazil ",feliz
593,593,exatamente!! como é bom ter amigos!! feliz quinta!!,feliz
594,594,ser  é deixar de ser vítima dos problemas e se tornar um autor da própria história. é…,feliz
595,595,"ai você chora durante dias, pensa que tudo que você precisava pra ser feliz se perdeu, e vai a vida e mostra em meses pq não tinha dado nada certo antes.. ",feliz
596,596,eu tou muito feliz,feliz
597,597,chuva! exerça sua majestade !,feliz
598,598,deus na frente...,feliz
599,599,bom dia!,feliz
600,600,por aí,feliz
601,601,quarta básica,feliz
602,602,que nadie te robe el show ...,feliz
301,301,"sonhe, pratique e realize! tudo é possível    ",medo
3055,3055,"tenho meu primeiro caso clínico , será que dou conta   ",medo
4213,4213,escutem o king! o medo é quem nos derruba! para cima...,medo
9466,9466,"um guri muito lindo tá me dando moral, acho que ele é psicopata   #",medo
9467,9467,eeeee ano novo! começamos bem: windows 10 travou. vamos pagar pra formatar e perder todos os programas instalados? vaaaamos!  seria isso um preview de 2018?,medo
9468,9468,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9469,9469,"""kim jong-un"": vamos ouvir falar muito este ano. ele não está de brincadeira.",medo
9470,9470,"carambas quando você tem sérios problemas mentais e diante de uma situação trágica, todo mundo chorando e você rindo.  eu ainda não tô sabendo lidar com isso, tá todo mundo me olhando feio.",medo
9471,9471,últimos momentos do miguel na barriga,medo
9472,9472,um amor para recordar,medo
9473,9473,open bar de skol litrão trincado,medo
9474,9474," as pessoas estão muito, muito, muito doentes mesmo.  ",medo
9475,9475,passar a virada com uma blusa de game of thrones significa oq?,medo
9476,9476,chuva agora com raios e trovoadas,medo
9477,9477,será esse o espírito de 2018??????????,medo
9478,9478,meu zeus oq será de mim nessa festa hj????,medo
9479,9479,será que vai ser bom esse 2018,medo
9480,9480,alguém em nome de jesus sabe como cancela snap que falhou ????? kkkkkkkkkkkkk,medo
9481,9481,eu e meu menino com.medo...,medo
9482,9482,se eu tenho  de algo é desse tal de  que tá chegando,medo
9483,9483,que medo!!!,medo
9484,9484,e esse pavê da minha tia que é de abacaxi mas parece de morango e tem gosto de pêssego....  kaka,medo
9485,9485,a boca dela pega só um lado da boca dele,medo
9486,9486,"é cada foto que eu to vendo no meu facebook, ",medo
9487,9487,acho que vai dar outro temporal,medo
9488,9488,o tempo ta passando muito rapido cara,medo
9489,9489,"ai eu fui mandar a msg pro meu amigo que tá preso e foi outro cara que respondeu, esqueci q todos usam o msm celular lá e tem horário  ",medo
9490,9490,"quebrei um pouco das lentes dos meus óculos no último dia do ano. guardadas as proporções, será que serei, mais uma vez, f*dido pelo azar? ",medo
9491,9491,gente rafaela vendo meus históricos do pc,medo
9492,9492,um cara veio me seguindo da minha casa ate a ariely,medo
9493,9493,chove mto no centro do rio... mta água acompanhada de raios e trovões!!!,medo
9494,9494,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9495,9495,a realidade do filme breve se torna cada vez mais possível nessa sociedade atual,medo
9496,9496,"tô na minha irmã, tem um garoto no pc falando sozinho mas tipo sem esta falando com ninguém online ",medo
9497,9497,fiz uma listagem da ligação entre mim e a letícia,medo
9498,9498,e no primeiro dia do ano vamos de um terrorzinho básico.   — assistindo it movie,medo
9499,9499,"mdsssssssss, que chuva é essa?",medo
9500,9500,mas valeu ícone to botando fé,medo
9501,9501,tão me ligando kkkkk,medo
9502,9502,será se minha orelha vai cair,medo
9503,9503,passaportes já foram devolvidos e as duas pessoas já entraram de novo...a viagem continua...,medo
9504,9504,assistindo colecionador de corpos,medo
9505,9505,"é janeiro, só consigo pensar q sai a nota do enem ",medo
9506,9506,"pega menina? — simmm, tô gostando de pegar meninas  ",medo
9507,9507,abri o snap da maria clara q falava alguma coisa sobre farofa e veio notificação do polonio na mesma hora falando de farofa,medo
9508,9508,02/01/18 03:11:26: ana luisa: amiga olha o stories do senteoclime02/01/18 03:11:30: ana luisa: a gnt aparece02/01/18 10:47:19: juliana porto: no insta?02/01/18 10:50:11: ana luisa: sim mas agr ja saiu02/01/18 10:50:14: ana luisa: a gnt saiu em quase todos,medo
9509,9509,mas logo vim dar aquela morgada nas redes né e senti apenas,medo
9510,9510,"indo almoçar: ""2018 será um ano sem stress ou gente escrota atazanando, prevejo isso...""um cafuçu caminhoneiro solta da janela um beijo para mim.   ",medo
9511,9511,dia 2 de janeiro e ainda não tive coragem de ler o horoscopo pro ano,medo
9512,9512,socorroooo!invocaram o natanael,medo
9513,9513,quando do nada os móveis da casa começam a estalar kkkkkk,medo
9514,9514,"meu deus, deu um bug muito estranho no meu celular ",medo
9515,9515,sozinha em casa + chuva dessa=,medo
9516,9516,[2/1 01:22] júlia: a gnt podia[2/1 01:22] júlia: ir p ilha[2/1 01:23] júlia: assistir o jogo[2/1 01:23] gabriel ♡: ha ha[2/1 01:23] gabriel ♡: acontece q não entro naquilo nem fudendo[2/1 01:23] gabriel ♡:,medo
9517,9517,"lembrei-me logo disso.lá o senhor disse para ele ter cuidado com a mulher que ia conhcer no verão, não foi?! ",medo
9518,9518,"quando eu te ver na rua,eu vou te encoxar —  ",medo
9519,9519,eu nem sei pra quem eu vou votar esse ano,medo
9520,9520,o  fica entregando a curtida do povo  haha,medo
9521,9521,"eu tb blackmage, eu tb.      ",medo
9522,9522,"o meu foi ""corra"". ",medo
9523,9523,"vi um casal numa scooter na marginal pinheiros. o problema é que a moça levava um cachorro espremido no meio deles, segurando o pobrezinho só com uma mão ",medo
9524,9524,gente tava falando com o boy e ele disse que o amigo dele me conhecia,medo
9525,9525,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9526,9526,dia 19 de janeiro o dia que decidi minha vida !!,medo
9527,9527,estou tão produtivo em 2018 q me chamaram de alqueire de papanduva.,medo
9528,9528,"se tem algo que pode estragar meu 2018, que tá indo muito nem até agora, é o fluminense ",medo
9529,9529,"estou sedento por música eletrônica,espero csg ir em uma rave nunca nem fui  kkkk",medo
9530,9530,acho que vou ter que servir ao exército,medo
9531,9531,to sentindo que minha vida vai ter uma reviravolta,medo
9532,9532,"koe mano, minha conta no pc aqui do trabalho foi desativada kkkkkkkkkkkkk. to rindo mas é de nervoso  rs",medo
9533,9533,minha prima ta falando dormindo aqui do meu lado.,medo
9534,9534,pensando mt nesse ano e,medo
9535,9535,gente o q é isso no braço dela,medo
9536,9536,tem  de  nesse vídeo vou provar pra você que é fácil viajar solo! http://youtu.be/_0zsq3_9he0?a,medo
9537,9537,2018 tá começando do mesmo jeito que 2017,medo
9538,9538,quando o marilyn começa a gritar say10 aaaaakkkkkkkkkk,medo
9539,9539,aquela aflição que dá quando o seu crush. diz que é para você esperar que ele quer falar com você...,medo
9540,9540,as criança tao toda errada,medo
9541,9541,será q se eu tacar tinta preta no cabelo ele cai ?,medo
9542,9542,"oi, eu te observo todos os dias da minha casa.assinado: edi —  essa guria piscicopata ",medo
9543,9543,de volta à cidade do medo - capítulo xxii,medo
9544,9544,"uns gringo me mandando msg no insta, tudo com cara de maníaco do parque  ",medo
9545,9545,"a minha amiga fica dando rt em coisas muito pesadas em relacao a amizade e eu fico assustada poxa, to sem entender nada  amiga pare de fazer isso, eu nao estou entendendo",medo
